Driver,LapNumber,LapTime,Compound,Stint,TrackStatus,AirTemperature,TrackTemperature,Humidity,Pressure,WindSpeed,WindDirection
PER,1.0,110.285,INTERMEDIATE,1.0,1,17.3,27.5,88.0,999.5,0.7,241
PER,2.0,93.309,INTERMEDIATE,1.0,1,17.3,27.3,87.0,999.4,1.5,245
PER,3.0,90.996,INTERMEDIATE,1.0,1,17.3,27.0,88.0,999.4,0.6,256
PER,4.0,89.226,INTERMEDIATE,1.0,12,17.2,27.1,87.0,999.3,0.4,236
PER,5.0,88.058,INTERMEDIATE,1.0,1,17.3,27.2,87.0,999.4,1.0,264
PER,6.0,,INTERMEDIATE,1.0,1,17.4,27.1,87.0,999.4,0.7,238
PER,7.0,100.018,SOFT,2.0,1,17.4,26.8,88.0,999.3,0.8,225
PER,8.0,92.199,SOFT,2.0,1,17.5,26.8,88.0,999.3,0.7,242
PER,9.0,91.542,SOFT,2.0,12,17.4,26.7,88.0,999.3,0.6,256
